Id;IsDeleted;CreatedAt;CreatedBy;UpdatedAt;UpdatedBy;AlunoLeitorId;DataFim;DataInicio;LivroId;LeituraTipo;AlunoLeituraCronogramaId;AvaliacaoConceito;AvaliacaoConceitoJustificativa;AvaliacaoCriterio1;AvaliacaoCriterio2;AvaliacaoCriterio3;AvaliacaoCriterio4;AvaliacaoCriterio5;AvaliacaoCriterio6;AvaliacaoCriterio7;AvaliacaoObservacao;ChaveLeitura
f1dbeeb2-ff9f-48ff-b741-07c152917f7f;f;2022-05-19 14:04:53.421969;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:04:53.42197;1e526008-75f7-4a01-9942-d178f2b38888;2d952c01-2544-6451-7798-064ff0744c49;18/03/2022 00:00;16/02/2022 00:00;074fd324-a761-a1a5-8eb9-5f0dd4389dfb;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
ffe77b5a-99f6-466f-95cc-f0f0a95811af;f;2022-05-19 14:06:34.624712;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:34.624713;1e526008-75f7-4a01-9942-d178f2b38888;09c937e6-40df-8c69-8968-82451bc4a2b3;0001-01-01 00:00:00;0001-01-01 00:00:00;e67b6c51-1579-a726-685c-691a05754aec;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
0f6d1ac5-2f52-406f-8769-242660af856d;f;2022-05-19 14:06:34.676931;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:34.676933;1e526008-75f7-4a01-9942-d178f2b38888;16988db9-4267-a441-1802-51ae48a508b0;0001-01-01 00:00:00;0001-01-01 00:00:00;dc065fde-0f74-2066-834b-15286adb4437;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
4be9d082-2233-4c94-a833-faeb8f08bbe9;f;2022-05-19 14:06:34.728247;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:34.728248;1e526008-75f7-4a01-9942-d178f2b38888;727a5073-30a2-373f-6b88-85113acb5cda;0001-01-01 00:00:00;0001-01-01 00:00:00;131742ca-8802-2218-8861-6a193a242f1e;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
2ef4fb9c-5cce-4844-875a-92bd27ee877b;f;2022-05-19 14:06:34.778351;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:34.778352;1e526008-75f7-4a01-9942-d178f2b38888;7a7378e3-4557-19d7-7408-b227500b5b37;0001-01-01 00:00:00;0001-01-01 00:00:00;2a16ad2d-3d86-4da8-8fbe-e2bf1e625937;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
22aa98cb-bce2-4e59-b22e-f31a7fd34b4a;f;2022-05-19 14:06:34.829;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:34.829002;1e526008-75f7-4a01-9942-d178f2b38888;23864550-77ab-5644-84fc-d82fd9f153cb;0001-01-01 00:00:00;0001-01-01 00:00:00;9dd6e9b7-9b83-2bd6-9f16-af537d516107;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
3285e17c-95e6-4a0d-ade6-a5813de87753;f;2022-05-19 14:06:34.880267;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:34.880269;1e526008-75f7-4a01-9942-d178f2b38888;269c35a6-8a3e-7bf1-17d3-69d5f9258474;0001-01-01 00:00:00;0001-01-01 00:00:00;8f1d8149-a38f-9913-1fd3-2391b3801e7e;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
311e0e9e-9e75-4222-bea3-0de97e9cc600;f;2022-05-19 14:06:34.928251;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:34.928253;1e526008-75f7-4a01-9942-d178f2b38888;a315bd45-85c4-562d-9963-e5a988df4c11;0001-01-01 00:00:00;0001-01-01 00:00:00;2e2ae49c-9944-0c64-7f91-8159f9607932;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
b98f44a6-4a3d-4633-aa82-7555c6e3e6ab;f;2022-05-19 14:06:34.976173;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:34.976174;1e526008-75f7-4a01-9942-d178f2b38888;dfc263e1-3ae7-44da-2e90-f754d4af2204;0001-01-01 00:00:00;0001-01-01 00:00:00;4c5931ba-60a4-a1c5-5185-8eea1e7b7e34;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
9bf5e713-2c9c-4c55-9274-a979b62b3b0e;f;2022-05-19 14:06:35.02105;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.021051;1e526008-75f7-4a01-9942-d178f2b38888;cd2c38a5-1bef-6a41-330b-154ac6342276;0001-01-01 00:00:00;0001-01-01 00:00:00;0e181090-6d16-33ff-0255-879c8dca9603;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
dbfb8268-1d8d-4e96-a088-1c74189c1783;f;2022-05-19 14:06:35.066247;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.066248;1e526008-75f7-4a01-9942-d178f2b38888;e00684e8-9ffc-5858-a41a-cfc09e94a3d6;0001-01-01 00:00:00;0001-01-01 00:00:00;7aea0162-3718-a0ca-190e-984580949a91;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
33d185a2-2003-4649-ab37-1b20ab60378c;f;2022-05-19 14:06:35.111581;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.111582;1e526008-75f7-4a01-9942-d178f2b38888;95869131-534f-3bef-a2c0-1c73c07c3176;0001-01-01 00:00:00;0001-01-01 00:00:00;fd03e7e1-1839-90a5-5a9e-65fc740036e8;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
2aefaa4d-f423-4e11-bc81-458d5eb1f4bd;f;2022-05-19 14:06:35.156978;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.156979;1e526008-75f7-4a01-9942-d178f2b38888;44a50917-a089-37b5-69b8-2229fae4488f;0001-01-01 00:00:00;0001-01-01 00:00:00;9297c240-4555-5f7d-60f9-08f5217ea7c0;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
cab6b711-44bb-496a-908a-343ea47e4074;f;2022-05-19 14:06:35.201575;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.201576;1e526008-75f7-4a01-9942-d178f2b38888;9bf3149c-2752-19df-80cc-cf4fcacc9830;0001-01-01 00:00:00;0001-01-01 00:00:00;28698c9c-59c5-9d18-1b7a-4730914018a7;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
f0cefa72-8b8e-4efe-802e-caebad9d72fd;f;2022-05-19 14:06:35.246989;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.24699;1e526008-75f7-4a01-9942-d178f2b38888;057a47b2-2a13-8148-3016-7814fec932ab;0001-01-01 00:00:00;0001-01-01 00:00:00;c4d15c14-9f62-6805-14ae-4fe934fb61db;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
c9b285ea-9cd9-42cb-8170-643014a1b3ba;f;2022-05-19 14:06:35.291803;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.291804;1e526008-75f7-4a01-9942-d178f2b38888;09c5646d-48a4-511f-5677-3736f233479a;0001-01-01 00:00:00;0001-01-01 00:00:00;c4dda54d-3091-6d64-2815-5e2c6638139f;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
272c420c-f864-4ad3-8bd9-efd2c1a2b834;f;2022-05-19 14:06:35.351954;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.351956;1e526008-75f7-4a01-9942-d178f2b38888;5a52626b-4be2-4788-9558-51bfe3b936f5;0001-01-01 00:00:00;0001-01-01 00:00:00;b6ea32d7-3abd-743d-4cdd-87dfddec6029;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
67a9d1eb-1557-4b8d-8641-64a010e099f4;f;2022-05-19 14:06:35.397207;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.397208;1e526008-75f7-4a01-9942-d178f2b38888;ba8cf7ee-878d-4c26-a317-029094ff729c;0001-01-01 00:00:00;0001-01-01 00:00:00;2ef77ba5-24a7-6376-056e-e1d997d1a54e;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
78aa8314-8425-4ad4-92fd-dd851561d48d;f;2022-05-19 14:06:35.441672;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.441674;1e526008-75f7-4a01-9942-d178f2b38888;c4f712a0-8525-72ea-14a1-cc1ae9bf58a4;0001-01-01 00:00:00;0001-01-01 00:00:00;2b6efd68-819f-2c20-4be1-e5e7a3b3431b;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
66870a8d-74e9-451a-aaf6-bb445fd4bf11;f;2022-05-19 14:06:35.486226;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.486228;1e526008-75f7-4a01-9942-d178f2b38888;41f7d5cd-a2e3-40ae-7c01-7bf766ae3cca;0001-01-01 00:00:00;0001-01-01 00:00:00;b2ca09d3-15f8-8e9f-0d5f-ccd798b41aea;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
bfb10010-cfa9-46b6-92f9-3209a6c08dd9;f;2022-05-19 14:06:35.531631;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.531632;1e526008-75f7-4a01-9942-d178f2b38888;300f2886-253c-27e3-8050-aba0bff58bfc;0001-01-01 00:00:00;0001-01-01 00:00:00;ad8b7fae-2126-5a57-886c-3c1530e9187e;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
e90c5d28-a8ac-4a93-92f1-b60e818e5050;f;2022-05-19 14:06:35.576504;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.576506;1e526008-75f7-4a01-9942-d178f2b38888;be3f93f4-3046-06ff-08d4-a22ba8f27f6b;0001-01-01 00:00:00;0001-01-01 00:00:00;9eb34444-3fb4-97cd-57f6-d830821b25f6;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
3dfe324c-4ee3-4cba-8da2-0362c1daeb05;f;2022-05-19 14:06:35.622503;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.622504;1e526008-75f7-4a01-9942-d178f2b38888;4433fe25-4caa-5123-7ccc-7d45d37a5f34;0001-01-01 00:00:00;0001-01-01 00:00:00;6c2b2c6d-014e-a217-19c8-e168ad8ba2c8;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
8659d824-0804-44b5-ad5f-0486ba5b966e;f;2022-05-19 14:06:35.669942;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.669943;1e526008-75f7-4a01-9942-d178f2b38888;4f6e658e-5519-44f0-28a7-b3f0cdd00d1f;0001-01-01 00:00:00;0001-01-01 00:00:00;63839ba9-0971-98b7-7e00-ed9357253c6e;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
522801d1-ba20-4de9-987d-64598db09c84;f;2022-05-19 14:06:35.715373;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.715375;1e526008-75f7-4a01-9942-d178f2b38888;c4b80166-7f9e-40e5-01a4-da66203d8ff4;0001-01-01 00:00:00;0001-01-01 00:00:00;b714674a-8e7e-1449-6422-253a1ac864a6;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
9b3a66ed-7f90-4258-9472-91d1f9bf90d2;f;2022-05-19 14:06:35.761765;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.761766;1e526008-75f7-4a01-9942-d178f2b38888;cae12cf1-91c7-9ab6-0308-2cf8f17991d4;0001-01-01 00:00:00;0001-01-01 00:00:00;6630217b-78cf-6b60-357e-27ad9d9c272e;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
f6ec465c-911a-42a5-a649-a1039e521fc0;f;2022-05-19 14:06:35.80926;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.809261;1e526008-75f7-4a01-9942-d178f2b38888;dbcce999-3a2f-82ca-6a0c-213084a06344;0001-01-01 00:00:00;0001-01-01 00:00:00;7ac90fb5-2256-65ef-1c38-fcf9c1e77021;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
e930cf3c-cb9b-46ba-87e3-67c1ef58b62c;f;2022-05-19 14:06:35.854766;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.854768;1e526008-75f7-4a01-9942-d178f2b38888;b24d7e83-7c4f-3c68-467a-25ac57699035;0001-01-01 00:00:00;0001-01-01 00:00:00;15134bab-1ce2-364d-2027-1b6d99868249;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
7340f80b-c746-43f1-97f3-cc78e77d89d4;f;2022-05-19 14:06:35.900849;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.90085;1e526008-75f7-4a01-9942-d178f2b38888;4e308f9c-4f5a-9513-34c5-e03e25e58a31;0001-01-01 00:00:00;0001-01-01 00:00:00;af8b3281-0094-686e-1f55-bf5c4e3d5b19;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
5c0a7687-0d6d-4bf7-822c-329dfdafed48;f;2022-05-19 14:06:35.947248;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.94725;1e526008-75f7-4a01-9942-d178f2b38888;f42108dd-4d63-643e-24b3-0e20667c84bd;0001-01-01 00:00:00;0001-01-01 00:00:00;9dcafd53-5081-8e51-7895-ba7f5e691052;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
719d92e1-f6dc-4149-b7bd-0590806b23b7;f;2022-05-19 14:06:35.995053;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:35.995055;1e526008-75f7-4a01-9942-d178f2b38888;3ffca87c-4d39-8d18-32c3-8c35e91098ab;0001-01-01 00:00:00;0001-01-01 00:00:00;c611c16a-3a2d-6ed1-9089-bee133ef1f50;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
8d8a41e7-f2d2-489c-b44a-1323906a3ff4;f;2022-05-19 14:06:36.040933;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.040934;1e526008-75f7-4a01-9942-d178f2b38888;508ce55c-4cc1-3b89-955f-980fe5a917dd;0001-01-01 00:00:00;0001-01-01 00:00:00;71618e44-5ef4-4feb-8254-b64e42bc292b;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
15379712-9796-48b7-9465-94f6d988dc4e;f;2022-05-19 14:06:36.087433;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.087434;1e526008-75f7-4a01-9942-d178f2b38888;c6951ae2-0113-5baa-7b63-5e8ec54d607f;0001-01-01 00:00:00;0001-01-01 00:00:00;c0777543-374a-9448-6b84-7cc89586a3bd;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
4eae8831-add7-4236-871c-93658cf3c247;f;2022-05-19 14:06:36.133744;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.133746;1e526008-75f7-4a01-9942-d178f2b38888;c33bcd48-9d37-a127-235a-48a93bda4b97;0001-01-01 00:00:00;0001-01-01 00:00:00;c33fa6fe-934a-0020-3d26-b2c3b5c614df;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
d77606ba-93cd-4211-bb1d-c63d1279db23;f;2022-05-19 14:06:36.179877;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.179879;1e526008-75f7-4a01-9942-d178f2b38888;b0bff6cb-0eed-23a6-6f32-39beec815b3f;0001-01-01 00:00:00;0001-01-01 00:00:00;d55db0d7-12fc-0ade-5df3-820cf3ac90d2;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
7468d853-9556-4b41-a242-3bc15dab0c48;f;2022-05-19 14:06:36.226192;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.226194;1e526008-75f7-4a01-9942-d178f2b38888;c987e9b1-89e2-2576-101c-4ca4904c757f;0001-01-01 00:00:00;0001-01-01 00:00:00;83002cda-7a54-8641-76b9-db83fdbb5127;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
d5cc00b6-b3a4-4278-a1d5-503900e068d9;f;2022-05-19 14:06:36.271982;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.27204;1e526008-75f7-4a01-9942-d178f2b38888;61cf2af5-633f-8f07-08e5-b72b4f00298d;0001-01-01 00:00:00;0001-01-01 00:00:00;0b5809a3-9f24-3d42-52da-43ce17a36f6e;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
3b27578b-5ae5-41a8-98f3-c25e2c9ae79f;f;2022-05-19 14:06:36.318133;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.318134;1e526008-75f7-4a01-9942-d178f2b38888;baafe1ee-02fe-4746-5450-194b8a6ba1f5;0001-01-01 00:00:00;0001-01-01 00:00:00;ba3e590d-0606-98a3-8c6f-75fd5a849f71;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
704da518-c950-436d-a982-4df1dc8a4d2c;f;2022-05-19 14:06:36.364026;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.364027;1e526008-75f7-4a01-9942-d178f2b38888;f9337b4d-9f8d-9b0b-5ef1-2abc30f25d7e;0001-01-01 00:00:00;0001-01-01 00:00:00;0cd671fe-9384-4453-5179-55e87fae9067;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
5ddf56b8-af1f-410f-a4ac-27453ac0c813;f;2022-05-19 14:06:36.412083;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.412084;1e526008-75f7-4a01-9942-d178f2b38888;3d3d656d-6d44-14a6-378c-aa611dfd2119;0001-01-01 00:00:00;0001-01-01 00:00:00;b6eedda2-2899-447b-99ce-ec5d34d93cd2;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
7fa18742-9859-4b7a-b465-09a24b6e7170;f;2022-05-19 14:06:36.458757;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.458758;1e526008-75f7-4a01-9942-d178f2b38888;081696ad-9c72-a4d9-a295-fc53ffd65939;0001-01-01 00:00:00;0001-01-01 00:00:00;7e8ec04b-2340-78da-18fd-d3e05f023a3c;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
2c31160f-9c7b-43ea-8fc1-5e0b8baf404b;f;2022-05-19 14:06:36.505866;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.505868;1e526008-75f7-4a01-9942-d178f2b38888;fbf1dbf9-30be-83d3-83c8-bb177c711b47;0001-01-01 00:00:00;0001-01-01 00:00:00;c867212e-7759-5b2b-12b8-47dc2edc1fb5;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
4ff89d72-c2ab-471c-bf7f-349fc98a2a72;f;2022-05-19 14:06:36.553943;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.553944;1e526008-75f7-4a01-9942-d178f2b38888;4fabdc7f-1445-5ca1-a7b6-6f3921340de9;0001-01-01 00:00:00;0001-01-01 00:00:00;c4487577-2a7e-1842-3607-0895bf386740;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
feb56bf9-040e-475d-8980-5146899a9ede;f;2022-05-19 14:06:36.601513;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.601515;1e526008-75f7-4a01-9942-d178f2b38888;b461760d-9155-48e6-7eb8-7438c1799b9d;0001-01-01 00:00:00;0001-01-01 00:00:00;6e9641a9-0636-7311-07bd-d2eb756d869b;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
c7acfea8-2b93-4804-9ed7-5b554c78a895;f;2022-05-19 14:06:36.664371;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.664372;1e526008-75f7-4a01-9942-d178f2b38888;465510d8-779c-2d90-06f4-e24136235fb8;0001-01-01 00:00:00;0001-01-01 00:00:00;f8ca6d7a-33d9-4a3e-4e65-0029bd9201b9;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
8efef125-ef08-456c-98cb-a37c8ea7c39e;f;2022-05-19 14:06:36.712034;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.712035;1e526008-75f7-4a01-9942-d178f2b38888;e654962b-4366-081e-8c86-1071c5128d8c;0001-01-01 00:00:00;0001-01-01 00:00:00;abc619a2-4ed9-354d-5873-04877b81a450;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
23647572-1212-4fab-8e9b-1785a9f2452b;f;2022-05-19 14:06:36.758579;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.75858;1e526008-75f7-4a01-9942-d178f2b38888;a5c17fe4-97ae-5b01-4864-081cce8865b9;0001-01-01 00:00:00;0001-01-01 00:00:00;3422070d-2194-645a-79e1-f1ed461b127a;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
07032808-a120-4d50-8aae-a4f57c5c4556;f;2022-05-19 14:06:36.806072;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.806073;1e526008-75f7-4a01-9942-d178f2b38888;ddd7ef44-9cc8-78db-677e-22f5f2cb34ff;0001-01-01 00:00:00;0001-01-01 00:00:00;f0d20de2-3b28-4b76-488c-b7c918869501;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
77960433-9113-4374-9683-38ab98b59a2d;f;2022-05-19 14:06:36.852782;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-19 14:06:36.852784;1e526008-75f7-4a01-9942-d178f2b38888;0f9ec2ab-5adb-2928-2104-29330c475964;0001-01-01 00:00:00;0001-01-01 00:00:00;2fd3178b-0757-8306-a20c-c3037e5ea50e;1;8dbe9c25-0ad1-449f-8e8d-9359295957a0;0;;0;0;0;0;0;0;0;;0
